	pred_ind	arg_ind	tokenized	label
4400	1	0	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	AGENT
4401	1	3	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	AGENT
4402	1	5	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	NONE
4403	25	24	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	AGENT
4404	25	29	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	PATIENT
4405	33	32	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	AGENT
4406	33	34	I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor .	AGENT
4407	1	4	There are three Starbucks locations that I frequent .	NONE
4408	7	4	There are three Starbucks locations that I frequent .	NONE
4409	7	6	There are three Starbucks locations that I frequent .	AGENT
4410	1	0	I have a bit of experience watching the usual assembly line .	AGENT
4411	1	3	I have a bit of experience watching the usual assembly line .	PATIENT
4412	6	10	I have a bit of experience watching the usual assembly line .	INSTRUMENT
4413	3	2	But this location has the worst weekend staff I 've seen EVER .	FORCES
4414	3	7	But this location has the worst weekend staff I 've seen EVER .	AGENT
4415	1	0	I Love Hellada Gallery !	AGENT
4416	1	3	I Love Hellada Gallery !	FORCES
4417	6	1	Marek Dzida the owner and photographer puts whole heart in his business - If you are into old fashion ( Not Digital ) quality photography this is best place in Long Beach as I think not many folks can do affordable traditional photos anymore I know Marek personaly and I will always recommend him	AGENT
4418	6	8	Marek Dzida the owner and photographer puts whole heart in his business - If you are into old fashion ( Not Digital ) quality photography this is best place in Long Beach as I think not many folks can do affordable traditional photos anymore I know Marek personaly and I will always recommend him	FORCES
4419	6	11	Marek Dzida the owner and photographer puts whole heart in his business - If you are into old fashion ( Not Digital ) quality photography this is best place in Long Beach as I think not many folks can do affordable traditional photos anymore I know Marek personaly and I will always recommend him	NONE
4420	1	0	You charge SO MUCH , yet you use the same grounds over and over again .	NONE
4421	1	3	You charge SO MUCH , yet you use the same grounds over and over again .	INSTRUMENT
4422	2	1	The coffee taste BURNT and very bitter .	PATIENT
4423	1	0	I love the people , the product and the service !	AGENT
4424	1	3	I love the people , the product and the service !	FORCES
4425	1	0	Nothing compares to a home made product that really stands the test of time . -	NONE
4426	1	6	Nothing compares to a home made product that really stands the test of time . -	NONE
4427	9	6	Nothing compares to a home made product that really stands the test of time . -	INSTRUMENT
4428	9	11	Nothing compares to a home made product that really stands the test of time . -	INSTRUMENT
4429	8	1	The Brick , Ikea , and Leon 's have their place .	FORCES
4430	8	10	The Brick , Ikea , and Leon 's have their place .	NONE
4431	3	2	The outward appearance makes you think this place is nice , but everything inside is cheap cheap cheap .	FORCES
4432	2	1	But i paid $ 100 .	AGENT
4433	2	3	But i paid $ 100 .	INSTRUMENT
4434	1	0	Tmobile want to Send of my phone and i did n't want to go thru that ...	AGENT
4435	1	3	There s a reason why Frank mcclelland was named best chef of the north east reigon .	NONE
4436	8	6	There s a reason why Frank mcclelland was named best chef of the north east reigon .	AGENT
4437	1	0	I love it for discounted beauty items and household appliances .	AGENT
4438	1	2	I love it for discounted beauty items and household appliances .	FORCES
4439	1	6	I love it for discounted beauty items and household appliances .	NONE
4440	3	2	Tonight , I called several times with no answer ( Btwn 5:30 and 6 pm ) and finally drove there to place my order in person .	AGENT
4441	3	8	Tonight , I called several times with no answer ( Btwn 5:30 and 6 pm ) and finally drove there to place my order in person .	NONE
4442	3	11	Tonight , I called several times with no answer ( Btwn 5:30 and 6 pm ) and finally drove there to place my order in person .	NONE
4443	21	23	Tonight , I called several times with no answer ( Btwn 5:30 and 6 pm ) and finally drove there to place my order in person .	PATIENT
4444	1	0	I have nothing bad to say .	AGENT
4445	1	2	I have nothing bad to say .	NONE
4446	1	0	Employees seemed to be having a good time chatting and laughing with each other , while myself and other customers were completely ignored .	AGENT
4447	22	16	Employees seemed to be having a good time chatting and laughing with each other , while myself and other customers were completely ignored .	AGENT
4448	1	0	I got a coupon from Pennysaver for this station .	AGENT
4449	1	3	I got a coupon from Pennysaver for this station .	INSTRUMENT
4450	1	5	I got a coupon from Pennysaver for this station .	MANNER
4451	1	8	I got a coupon from Pennysaver for this station .	NONE
4452	3	2	Yes , they accepted it .	AGENT
4453	3	4	Yes , they accepted it .	FORCES
4454	1	0	I ended up paying much more .	AGENT
4455	3	5	I ended up paying much more .	INSTRUMENT
4456	1	0	You order at the counter and there is a space for tip on your credit card receipt .	AGENT
4457	1	4	You order at the counter and there is a space for tip on your credit card receipt .	NONE
4458	2	1	Dr. Obina told me that his office closed at noon and that I should call him on Monday .	AGENT
4459	2	3	Dr. Obina told me that his office closed at noon and that I should call him on Monday .	AGENT
4460	7	6	Dr. Obina told me that his office closed at noon and that I should call him on Monday .	FORCES
4461	1	2	There are plenty of good dentists in Fernandina .	AGENT
4462	1	7	There are plenty of good dentists in Fernandina .	NONE
4463	1	0	Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .	AGENT
4464	1	4	Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .	PATIENT
4465	1	8	Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .	NONE
4466	11	10	Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .	AGENT
4467	11	15	Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .	FORCES
